Marker,Chromosome,Linkage_Group,Cross,Start_Position_on_Chromosome,End_Position_on_Chromosome,LOD,Quantitative_Trait,Percent_Variance_Explained,Study_Specific_Information,Publication
5ht2A,NA,1,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
5ht2A,NA,1,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
5ht2A,NA,1,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
5ht2B,NA,22,NA,NA,NA,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
5ht2C,NA,13,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
5ht2C_like,NA,7,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
5ht2C_like,NA,7,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am128b,NA,17,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am128b,NA,17,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
Am128b,NA,17,Pachon x Texas Surface F2 and F3,NA,NA,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
Am128b,NA,17,Pachon x Texas Surface F2 and F3,NA,NA,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
Am128b,NA,17,Pachon x Texas Surface F2 and F3,NA,NA,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
Am128b,NA,17,Pachon x Texas Surface F2 and F3,NA,NA,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2015
Am128b,NA,17,NA,NA,NA,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
Am129a,NA,11,Tinaja x Surface F2,NA,NA,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
Am129a,NA,11,Tinaja x Surface F2,NA,NA,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
Am129a,NA,11,Pachon x Texas Surface F2,NA,NA,NA,NA,NA,NA,O.Quin.et.al.2012
Am129b,NA,7,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am129b,NA,7,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am129b,NA,7,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
Am132c,NA,3,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am132c,NA,3,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
Am133c,NA,23,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am133c,NA,23,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am133c,NA,23,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am133c,NA,23,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
Am134b (M-b1),NA,2,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am134b (M-b1),NA,2,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
Am134b (M-b1),NA,2,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
Am134b (M-b1),NA,2,Pachon x Texas Surface F2 and F3,NA,NA,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2015
Am139c,NA,8,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am139c,NA,8,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am139c,NA,8,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am139c,NA,8,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am208a,NA,16,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am208a,NA,16,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am209a,NA,2,Pachon x Texas Surface F2 and F3,NA,NA,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2015
Am209a,NA,2,NA,NA,NA,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
Am211b,NA,12,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am211b,NA,12,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am211b,NA,12,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
Am211d,NA,11,Pachon x Texas Surface F2,NA,NA,NA,NA,NA,NA,O.Quin.et.al.2012
Am213a,NA,6,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
Am215c,NA,8,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am215c,NA,8,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am215c,NA,8,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am215c,NA,8,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am216c,NA,14,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am216c,NA,14,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
Am216c,NA,14,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
Am217a,NA,3,Pachon x Texas Surface F2 and F3,NA,NA,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2015
Am218d,NA,2,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am223c,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am223c,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am223c,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am223c,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am223c,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am223c,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am223c,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am223c,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am223c,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am223c,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
Am223c,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
Am224a,NA,3,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
Am224a,NA,3,Pachon x Texas Surface F2 and F3,NA,NA,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2015
Am224b,NA,11,Tinaja x Surface F2,NA,NA,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
Am224b,NA,11,Tinaja x Surface F2,NA,NA,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
Am224b,NA,11,Pachon x Texas Surface F2,NA,NA,NA,NA,NA,NA,O.Quin.et.al.2012
Am233d (A18-e1),NA,2,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
Am233d (A18-e1),NA,2,Pachon x Texas Surface F2 and F3,NA,NA,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2015
Am23a,NA,3,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
cryaa,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
cryaa,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
cryaa,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
cryaa,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
cryaa,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
cryaa,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
cryaa,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
cryaa,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
cryaa,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
cryaa,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
cryaa,NA,21,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
eya1,NA,2,Pachon x Texas Surface F2 and F3,NA,NA,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2015
igfbp5,NA,11,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
igfbp5,NA,11,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
igfbp5,NA,11,Pachon x Texas Surface F2,NA,NA,NA,NA,NA,NA,O.Quin.et.al.2012
mao,NA,11,Pachon x Texas Surface F2,NA,NA,NA,NA,NA,NA,O.Quin.et.al.2012
mc1r,NA,5,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
mc1r,NA,5,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
mc1r,NA,5,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
mc1r,NA,5,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
mc1r,NA,5,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
mc1r,NA,5,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
mc1r,NA,5,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
mc1r,NA,5,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
mc1r,NA,5,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
mc1r,NA,5,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
mchr1,NA,1,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
mchr1,NA,1,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
mchr1,NA,1,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
pax6,NA,6,Pachon x Texas Surface F2 and F3,NA,NA,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
pax6,NA,6,NA,NA,NA,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
pfn2,NA,22,NA,NA,NA,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
RAD_28027,NA,6,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
RAD_28027,NA,6,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
RAD_33205,NA,17,NA,NA,NA,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
RAD_4979,NA,11,Pachon x Texas Surface F2,NA,NA,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_49979,NA,4,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
RAD_49979,NA,4,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
RAD_79353,NA,4,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
RAD_79353,NA,4,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
RAD_82798,NA,24,Pachon x Texas Surface F2,NA,NA,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_85634,NA,24,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
RAD_85634,NA,24,Pachon x Texas Surface F2,NA,NA,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_95564,NA,7,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
RAD_95564,NA,7,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
shroom2,NA,1,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
shroom2,NA,1,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
shroom2,NA,1,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
th,NA,3,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2007
tph2,NA,5,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
tph2,NA,5,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
tph2,NA,5,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
tph2,NA,5,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
tph2,NA,5,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
tph2,NA,5,Pachon x Surface F2,NA,NA,NA,NA,NA,NA,Protas_et_al.2008
