"","Gene_stable_ID","Comparison","logFC","PValue","Gene_name","Gene_description","Ensembl_Family_Description","Condition","Publication","Age_at_Sampling","Tissue"
"749","ENSAMXG00000009718","Tinaja-Control",-0.803745748,8.23e-05,"PIK3R6","phosphoinositide 3-kinase regulatory subunit 6 [Source:NCBI gene;Acc:103022916]","PHOSPHOINOSITIDE 3 KINASE REGULATORY SUBUNIT 5 PI3 KINASE REGULATORY SUBUNIT 5 PI3 KINASE P101 SUBUNIT PHOSPHATIDYLINOSITOL 4 5 BISPHOSPHATE 3 KINASE REGULATORY SUBUNIT PTDINS 3 KINASE REGULATORY SUBUNIT PTDINS 3 KINASE P101 P101 PI3K","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"750","ENSAMXG00000003553","Tinaja-Control",-0.799453679,0.00040615,"cyba","cytochrome b-245 light chain [Source:NCBI gene;Acc:103041742]","CYTOCHROME B 245 LIGHT CHAIN CYTOCHROME B 558 ALPHA CHAIN CYTOCHROME B558 SUBUNIT ALPHA NEUTROPHIL CYTOCHROME B 22 KDA POLYPEPTIDE SUPEROXIDE GENERATING NADPH OXIDASE LIGHT CHAIN SUBUNIT P22 PHAGOCYTE B CYTOCHROME P22 PHOX P22PHOX","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"751","ENSAMXG00000019926","Tinaja-Control",-0.780521614,4.07e-05,"s100s","protein S100-A1-like [Source:NCBI gene;Acc:103039105]","S100 S100 CALCIUM BINDING","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"752","ENSAMXG00000019337","Tinaja-Control",-0.771543962,0.000615064,"adck2","aarF domain containing kinase 2 [Source:NCBI gene;Acc:103021772]","UNCHARACTERIZED AARF DOMAIN CONTAINING KINASE 2 EC_2.7.11.-","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"753","ENSAMXG00000001891","Tinaja-Control",-0.768331399,0.00031376,"","","CATHEPSIN S PRECURSOR EC_3.4.22.27","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"754","ENSAMXG00000017509","Tinaja-Control",-0.761058832,0.000105608,"g6pd","glucose-6-phosphate 1-dehydrogenase [Source:NCBI gene;Acc:103035433]","GLUCOSE 6 PHOSPHATE 1 DEHYDROGENASE G6PD EC_1.1.1.49","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"755","ENSAMXG00000013151","Tinaja-Control",-0.751454724,0.001044875,"zgc:154077","chromosome 24 C12orf4 homolog [Source:NCBI gene;Acc:103029927]","UNKNOWN","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"756","ENSAMXG00000014352","Tinaja-Control",-0.744594869,3.03e-05,"frk","fyn-related Src family tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-110411-7]","TYROSINE KINASE FRK EC_2.7.10.2 FYN RELATED KINASE TYROSINE KINASE","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"757","ENSAMXG00000018428","Tinaja-Control",-0.735552718,0.000791061,"","protein NLRC3-like [Source:NCBI gene;Acc:103022521]","AMBIGUOUS","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"758","ENSAMXG00000003142","Tinaja-Control",-0.732950467,0.00012355,"hmgb1a","high mobility group-T protein-like [Source:NCBI gene;Acc:103039534]","HIGH MOBILITY GROUP B1 HIGH MOBILITY GROUP 1 HMG 1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"759","ENSAMXG00000010028","Tinaja-Control",-0.720003452,6.32e-05,"vat1l","vesicle amine transport 1 like [Source:NCBI gene;Acc:103037316]","SYNAPTIC VESICLE MEMBRANE VAT 1 HOMOLOG  EC 1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"760","ENSAMXG00000000793","Tinaja-Control",-0.709271354,0.000920361,"acot19","acyl-coenzyme A thioesterase 4-like [Source:NCBI gene;Acc:103030871]","ACYL COENZYME A THIOESTERASE ACYL COA THIOESTERASE EC_3.1.2.2 ACYL COENZYME A THIOESTER HYDROLASE LONG CHAIN ACYL COA","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"761","ENSAMXG00000014824","Tinaja-Control",-0.703528729,0.000634383,"zgc:92518","protein-lysine methyltransferase METTL21E [Source:NCBI gene;Acc:103045702]","LYSINE METHYLTRANSFERASE METTL21E EC_2.1.1.- METHYLTRANSFERASE  21E","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"762","ENSAMXG00000003580","Tinaja-Control",-0.697104326,0.001010961,"tmem163b","transmembrane protein 163 [Source:NCBI gene;Acc:103029127]","TRANSMEMBRANE 163 SYNAPTIC VESICLE MEMBRANE OF 31 KDA","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"763","ENSAMXG00000015009","Tinaja-Control",-0.695350023,1.3e-05,"tmx4","thioredoxin related transmembrane protein 4 [Source:NCBI gene;Acc:103034520]","THIOREDOXIN RELATED TRANSMEMBRANE 4 PRECURSOR THIOREDOXIN DOMAIN CONTAINING 13","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"764","ENSAMXG00000014135","Tinaja-Control",-0.694562963,0.000128224,"stard3nl","STARD3 N-terminal like [Source:NCBI gene;Acc:103024055]","STARD3 N TERMINAL  MLN64 N TERMINAL DOMAIN HOMOLOG","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"765","ENSAMXG00000003472","Tinaja-Control",-0.687006311,0.000316075,"eaf2","ELL associated factor 2 [Source:NCBI gene;Acc:103036057]","ELL ASSOCIATED FACTOR","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"766","ENSAMXG00000012584","Tinaja-Control",-0.68530913,0.00056589,"tubg1","tubulin gamma-1 chain [Source:NCBI gene;Acc:103042947]","TUBULIN GAMMA 1 CHAIN GAMMA 1 TUBULIN GAMMA TUBULIN COMPLEX COMPONENT 1 GCP 1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"767","ENSAMXG00000012277","Tinaja-Control",-0.673400981,0.000903286,"f11r.1","F11 receptor, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2416]","JUNCTIONAL ADHESION MOLECULE A PRECURSOR JAM A JUNCTIONAL ADHESION MOLECULE 1 JAM 1 CD321 ANTIGEN","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"768","ENSAMXG00000016802","Tinaja-Control",-0.671256626,0.000925112,"","prothymosin alpha-B-like [Source:NCBI gene;Acc:103031003]","","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"769","ENSAMXG00000017074","Tinaja-Control",-0.664382413,0.000761252,"tap1","transporter 1, ATP-binding cassette, sub-family B (MDR/TAP) [Source:ZFIN;Acc:ZDB-GENE-050517-43]","ANTIGEN PEPTIDE TRANSPORTER 1 APT1 ATP BINDING CASSETTE SUB FAMILY B MEMBER 2 PEPTIDE TRANSPORTER TAP1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"770","ENSAMXG00000004371","Tinaja-Control",-0.659912454,1.92e-06,"gltpa","glycolipid transfer protein [Source:NCBI gene;Acc:103041295]","GLYCOLIPID TRANSFER GLTP","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"771","ENSAMXG00000007095","Tinaja-Control",-0.654245037,0.000123881,"prps1a","ribose-phosphate pyrophosphokinase 1-like [Source:NCBI gene;Acc:103031347]","RIBOSE PHOSPHATE PYROPHOSPHOKINASE EC_2.7.6.1 PHOSPHORIBOSYL PYROPHOSPHATE SYNTHASE","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"772","ENSAMXG00000019353","Tinaja-Control",-0.65014626,0.000277237,"ykt6","YKT6 v-SNARE homolog [Source:NCBI gene;Acc:103038363]","SYNAPTOBREVIN HOMOLOG YKT6 PRECURSOR","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"773","ENSAMXG00000015245","Tinaja-Control",-0.649954206,0.00063131,"tbcb","tubulin folding cofactor B [Source:NCBI gene;Acc:103030916]","TUBULIN FOLDING COFACTOR B CYTOSKELETON ASSOCIATED 1 CYTOSKELETON ASSOCIATED CKAPI TUBULIN SPECIFIC CHAPERONE B","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"774","ENSAMXG00000024527","Tinaja-Control",-0.645289724,0.000129892,"slc35b2","solute carrier family 35 member B2 [Source:NCBI gene;Acc:103047832]","ADENOSINE 3' PHOSPHO 5' PHOSPHOSULFATE TRANSPORTER 1 PAPS TRANSPORTER 1 SOLUTE CARRIER FAMILY 35 MEMBER B2","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"775","ENSAMXG00000003647","Tinaja-Control",-0.627059337,3.24e-05,"erlin1","erlin-1 [Source:NCBI gene;Acc:103039190]","ERLIN 2 ENDOPLASMIC RETICULUM LIPID RAFT ASSOCIATED 2 STOMATIN PROHIBITIN FLOTILLIN HFLC/K DOMAIN CONTAINING 2 SPFH DOMAIN CONTAINING 2","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"776","ENSAMXG00000011213","Tinaja-Control",-0.625476761,0.001035788,"hsd17b12b","hydroxysteroid (17-beta) dehydrogenase 12b [Source:ZFIN;Acc:ZDB-GENE-030131-1346]","VERY LONG CHAIN 3 OXOACYL COA REDUCTASE EC_1.1.1.330 17 BETA HYDROXYSTEROID DEHYDROGENASE 12 17 BETA HSD 12 3 KETOACYL COA REDUCTASE KAR ESTRADIOL 17 BETA DEHYDROGENASE 12 EC_1.1.1.- 62","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"777","ENSAMXG00000013338","Tinaja-Control",-0.61515728,0.000364963,"fpgs","folylpolyglutamate synthase [Source:NCBI gene;Acc:103044765]","FOLYLPOLYGLUTAMATE SYNTHASE EC_6.3.2.17 FOLYLPOLY GAMMA GLUTAMATE SYNTHETASE FPGS TETRAHYDROFOLYLPOLYGLUTAMATE SYNTHASE TETRAHYDROFOLATE SYNTHASE","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"778","ENSAMXG00000004530","Tinaja-Control",-0.597954504,0.000394916,"si:dkey-222f2.1","intermediate filament protein ON3-like [Source:NCBI gene;Acc:103046781]","KERATIN TYPE II CYTOSKELETAL 8 CYTOKERATIN 8 CK 8 KERATIN 8 K8","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"779","ENSAMXG00000018773","Tinaja-Control",-0.589121664,0.001016153,"","leptin receptor gene-related protein [Source:NCBI gene;Acc:103045751]","LEPTIN RECEPTOR GENE RELATED ENDOSPANIN 1 OB R GENE RELATED OB RGRP","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"780","ENSAMXG00000011993","Tinaja-Control",-0.582690902,0.000715574,"","","BTB/POZ DOMAIN CONTAINING KCTD5","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"781","ENSAMXG00000011793","Tinaja-Control",-0.561768995,0.000730525,"sox19a","transcription factor Sox-19b [Source:NCBI gene;Acc:103045346]","TRANSCRIPTION FACTOR SOX","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"782","ENSAMXG00000007211","Tinaja-Control",-0.554049102,0.000235555,"tm7sf3","transmembrane 7 superfamily member 3 [Source:NCBI gene;Acc:103027035]","TRANSMEMBRANE 7 SUPERFAMILY MEMBER 3 PRECURSOR","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"783","ENSAMXG00000004930","Tinaja-Control",-0.552566187,0.000988892,"marveld2b","MARVEL domain containing 2 [Source:NCBI gene;Acc:103032508]","MARVEL DOMAIN CONTAINING 2","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"784","ENSAMXG00000013692","Tinaja-Control",-0.546013193,0.000894435,"rmdn3","regulator of microtubule dynamics protein 3 [Source:NCBI gene;Acc:103042020]","REGULATOR OF MICROTUBULE DYNAMICS RMD","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"785","ENSAMXG00000024780","Tinaja-Control",-0.503828455,0.000792762,"gpr157","G protein-coupled receptor 157 [Source:NCBI gene;Acc:103039591]","G COUPLED RECEPTOR 157","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"786","ENSAMXG00000015238","Tinaja-Control",-0.498709873,0.000509782,"nadka","NAD kinase [Source:NCBI gene;Acc:103022722]","NAD KINASE EC_2.7.1.23 POLY P /ATP NAD KINASE","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"787","ENSAMXG00000024535","Tinaja-Control",-0.488544212,0.000762453,"lpgat1","lysophosphatidylglycerol acyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2906]","1 ACYL SN GLYCEROL 3 PHOSPHATE ACYLTRANSFERASE EC_2.3.1.51 1 ACYLGLYCEROL 3 PHOSPHATE O ACYLTRANSFERASE 1 AGP ACYLTRANSFERASE 1 AGPAT LYSOPHOSPHATIDIC ACID ACYLTRANSFERASE LPAAT","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"788","ENSAMXG00000013803","Tinaja-Control",-0.460102491,0.00055324,"slc30a9","solute carrier family 30 member 9 [Source:NCBI gene;Acc:103025827]","ZINC TRANSPORTER 9 ZNT 9 SOLUTE CARRIER FAMILY 30 MEMBER 9","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"789","ENSAMXG00000005711","Tinaja-Control",0.49783396,0.000201711,"DLX3","distal-less homeobox 3 [Source:NCBI gene;Acc:103029460]","DLX 3","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"790","ENSAMXG00000019626","Tinaja-Control",0.637908171,0.000610112,"trim55a","E3 ubiquitin-protein ligase TRIM63-like [Source:NCBI gene;Acc:103028091]","TRIPARTITE MOTIF CONTAINING MUSCLE SPECIFIC RING FINGER MURF RING FINGER","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"791","ENSAMXG00000018156","Tinaja-Control",0.64929774,0.000696591,"","","ZINC FINGER","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"792","ENSAMXG00000009230","Tinaja-Control",0.669115205,0.000658232,"","RAC-alpha serine/threonine-protein kinase [Source:NCBI gene;Acc:103026930]","RAC ALPHA SERINE/THREONINE KINASE EC_2.7.11.1 KINASE B PKB KINASE B ALPHA PKB ALPHA PROTO ONCOGENE C AKT RAC PK ALPHA","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"793","ENSAMXG00000020516","Tinaja-Control",0.691758261,0.000846979,"ranbp10","RAN binding protein 10 [Source:NCBI gene;Acc:103030500]","RAN BINDING 10 RANBP10","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"794","ENSAMXG00000019194","Tinaja-Control",0.699610033,0.000774566,"htra1a","serine protease HTRA1A [Source:NCBI gene;Acc:103042183]","SERINE PROTEASE HTRA1 PRECURSOR EC_3.4.21.- HIGH TEMPERATURE REQUIREMENT A SERINE PEPTIDASE 1 SERINE PROTEASE 11","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"795","ENSAMXG00000017361","Tinaja-Control",0.719384028,0.000628751,"ddit3","DNA damage inducible transcript 3 [Source:NCBI gene;Acc:103022996]","DNA DAMAGE INDUCIBLE TRANSCRIPT 3 DDIT 3 C/EBP ZETA C/EBP HOMOLOGOUS CHOP C/EBP HOMOLOGOUS 10 CHOP 10 CCAAT/ENHANCER BINDING HOMOLOGOUS GROWTH ARREST AND DNA DAMAGE INDUCIBLE GADD153","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"796","ENSAMXG00000010618","Tinaja-Control",0.722059049,0.000229021,"clic3","chloride intracellular channel protein 4-like [Source:NCBI gene;Acc:103028884]","CHLORIDE INTRACELLULAR CHANNEL 3","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"797","ENSAMXG00000010286","Tinaja-Control",0.731613814,0.000290221,"net1","neuroepithelial cell transforming 1 [Source:NCBI gene;Acc:103021426]","NEUROEPITHELIAL CELL TRANSFORMING GENE 1 RHO GUANINE NUCLEOTIDE EXCHANGE FACTOR 8","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"798","ENSAMXG00000002601","Tinaja-Control",0.737340293,0.000197353,"rasl11b","RAS like family 11 member B [Source:NCBI gene;Acc:103041998]","RAS  FAMILY MEMBER 11B","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"799","ENSAMXG00000012556","Tinaja-Control",0.762315896,0.000425276,"slc16a3","monocarboxylate transporter 4 [Source:NCBI gene;Acc:103029555]","MONOCARBOXYLATE TRANSPORTER 4 MCT 4 SOLUTE CARRIER FAMILY 16 MEMBER 3","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"800","ENSAMXG00000007338","Tinaja-Control",0.771616515,1.32e-05,"slc3a2b","4F2 cell-surface antigen heavy chain-like [Source:NCBI gene;Acc:103024422]","4F2 CELL SURFACE ANTIGEN HEAVY CHAIN 4F2HC SOLUTE CARRIER FAMILY 3 MEMBER 2 CD98 ANTIGEN","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"801","ENSAMXG00000017985","Tinaja-Control",0.773415241,0.000494535,"","","PRECURSOR ELASTIN MICROFIBRIL INTERFACE LOCATED ELASTIN MICROFIBRIL INTERFACER","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"802","ENSAMXG00000015914","Tinaja-Control",0.807578166,0.000869478,"slc7a1","high affinity cationic amino acid transporter 1 [Source:NCBI gene;Acc:103044157]","HIGH AFFINITY CATIONIC AMINO ACID TRANSPORTER 1 CAT 1 CAT1 ECOTROPIC RETROVIRAL LEUKEMIA RECEPTOR ECOTROPIC RETROVIRUS RECEPTOR SOLUTE CARRIER FAMILY 7 MEMBER 1 SYSTEM Y+ BASIC AMINO ACID TRANSPORTER","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"803","ENSAMXG00000011753","Tinaja-Control",0.811022551,0.001017454,"serpine1","serpin family E member 1 [Source:NCBI gene;Acc:103042062]","PLASMINOGEN ACTIVATOR INHIBITOR 1 PRECURSOR PAI PAI 1 ENDOTHELIAL PLASMINOGEN ACTIVATOR INHIBITOR SERPIN E1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"804","ENSAMXG00000017026","Tinaja-Control",0.817501018,0.000387188,"pdgfrb","platelet-derived growth factor receptor beta [Source:NCBI gene;Acc:103036483]","PLATELET DERIVED GROWTH FACTOR RECEPTOR BETA PRECURSOR PDGF R BETA PDGFR BETA EC_2.7.10.1 BETA PLATELET DERIVED GROWTH FACTOR RECEPTOR BETA TYPE PLATELET DERIVED GROWTH FACTOR RECEPTOR CD140 ANTIGEN  FAMILY MEMBER B PLATELET DERIVED GROWTH FACTOR RECEPTOR 1 PDGFR 1 CD140B ANTIGEN","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"805","ENSAMXG00000006822","Tinaja-Control",0.821637126,0.000761162,"ucp2","uncoupling protein 2 [Source:NCBI gene;Acc:103027476]","MITOCHONDRIAL UNCOUPLING 2 UCP 2 SOLUTE CARRIER FAMILY 25 MEMBER 8","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"806","ENSAMXG00000008131","Tinaja-Control",0.825403007,0.000675417,"angptl2a","angiopoietin-like 2a [Source:ZFIN;Acc:ZDB-GENE-080721-15]","ANGIOPOIETIN RELATED 2 PRECURSOR ANGIOPOIETIN  2","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"807","ENSAMXG00000007705","Tinaja-Control",0.825430052,4.81e-05,"ppp1r3cb","protein phosphatase 1 regulatory subunit 3C [Source:NCBI gene;Acc:103045860]","PHOSPHATASE 1 REGULATORY SUBUNIT 3C PHOSPHATASE 1 REGULATORY SUBUNIT 5 PP1 SUBUNIT R5 TARGETING TO GLYCOGEN PTG","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"808","ENSAMXG00000012529","Tinaja-Control",0.838195139,0.000159374,"hspb7","heat shock protein family B (small) member 7 [Source:NCBI gene;Acc:103026796]","HEAT SHOCK BETA 7 HSPB7 CARDIOVASCULAR HEAT SHOCK CVHSP","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"809","ENSAMXG00000001939","Tinaja-Control",0.84905739,0.000241652,"ip6k2b","inositol hexakisphosphate kinase 2-like [Source:NCBI gene;Acc:103024783]","INOSITOL HEXAKISPHOSPHATE KINASE 1 INSP6 KINASE 1 EC_2.7.4.21 INOSITOL HEXAPHOSPHATE KINASE 1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"810","ENSAMXG00000011291","Tinaja-Control",0.866582924,0.000483484,"agtpbp1","ATP/GTP binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-081104-267]","CYTOSOLIC CARBOXYPEPTIDASE 1 EC_3.4.17.- ATP/GTP BINDING 1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"811","ENSAMXG00000019451","Tinaja-Control",0.870591143,0.000517828,"tsc22d3","TSC22 domain family, member 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1433]","TSC22 DOMAIN FAMILY 3 GLUCOCORTICOID INDUCED LEUCINE ZIPPER","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"812","ENSAMXG00000024849","Tinaja-Control",0.872736024,1.42e-05,"tob1b","protein Tob1 [Source:NCBI gene;Acc:103025012]","TRANSDUCER OF ERBB 2","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"813","ENSAMXG00000006000","Tinaja-Control",0.892102813,0.000334389,"slc39a13","solute carrier family 39 member 13 [Source:NCBI gene;Acc:103032554]","ZINC TRANSPORTER ZIP13 SOLUTE CARRIER FAMILY 39 MEMBER 13 ZRT AND IRT  13 ZIP 13","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"814","ENSAMXG00000015478","Tinaja-Control",0.892124045,7.69e-05,"tp53inp1","tumor protein p53 inducible nuclear protein 1 [Source:NCBI gene;Acc:103029929]","TUMOR P53 INDUCIBLE NUCLEAR 1 STRESS INDUCED P53 DEPENDENT DAMAGE INDUCIBLE NUCLEAR 1 P53DINP1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"815","ENSAMXG00000008291","Tinaja-Control",0.905819435,0.000145214,"arhgap17a","Rho GTPase activating protein 17a [Source:ZFIN;Acc:ZDB-GENE-050417-56]","RHO GTPASE ACTIVATING 17 NEURON ASSOCIATED DEVELOPMENTALLY REGULATED NADRIN RHO TYPE GTPASE ACTIVATING 17","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"816","ENSAMXG00000000112","Tinaja-Control",0.906393239,0.000315905,"dmd","dystrophin [Source:ZFIN;Acc:ZDB-GENE-010426-1]","DYSTROPHIN","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"817","ENSAMXG00000012139","Tinaja-Control",0.909547601,0.000321824,"slc38a4","sodium-coupled neutral amino acid transporter 4 [Source:NCBI gene;Acc:103027662]","SODIUM COUPLED NEUTRAL AMINO ACID TRANSPORTER 4 AMINO ACID TRANSPORTER A3 NA + COUPLED NEUTRAL AMINO ACID TRANSPORTER 4 SOLUTE CARRIER FAMILY 38 MEMBER 4 SYSTEM A AMINO ACID TRANSPORTER 3","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"818","ENSAMXG00000017179","Tinaja-Control",0.921118156,1.67e-05,"chac1","ChaC glutathione specific gamma-glutamylcyclotransferase 1 [Source:NCBI gene;Acc:103029103]","GLUTATHIONE SPECIFIC GAMMA GLUTAMYLCYCLOTRANSFERASE 2 GAMMA GCG 2 EC_4.3.2.7 CATION TRANSPORT REGULATOR  2","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"819","ENSAMXG00000002454","Tinaja-Control",0.921850767,0.000312207,"slain2","SLAIN motif family member 2 [Source:NCBI gene;Acc:103037112]","SLAIN MOTIF CONTAINING","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"820","ENSAMXG00000024252","Tinaja-Control",0.941061079,0.000366184,"LOXL2","lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]","LYSYL OXIDASE HOMOLOG 2 PRECURSOR EC_1.4.3.13 LYSYL OXIDASE  2","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"821","ENSAMXG00000009060","Tinaja-Control",0.945332188,0.000221501,"ghrb","growth hormone receptor b [Source:ZFIN;Acc:ZDB-GENE-071119-4]","GROWTH HORMONE RECEPTOR","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"822","ENSAMXG00000007367","Tinaja-Control",0.946705067,0.000110273,"esrra","steroid hormone receptor ERR1 [Source:NCBI gene;Acc:103027185]","STEROID HORMONE RECEPTOR ERR1 ESTROGEN RECEPTOR  1 ESTROGEN RELATED RECEPTOR ALPHA ERR ALPHA NUCLEAR RECEPTOR SUBFAMILY 3 GROUP B MEMBER 1","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"823","ENSAMXG00000015843","Tinaja-Control",0.948830805,2.12e-05,"ptp4a3","protein tyrosine phosphatase type IVA 3-like [Source:NCBI gene;Acc:103031245]","TYROSINE PHOSPHATASE TYPE IVA 3 PRECURSOR EC_3.1.3.48 TYROSINE PHOSPHATASE 4A3 TYROSINE PHOSPHATASE OF REGENERATING LIVER 3 PRL 3","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"824","ENSAMXG00000006022","Tinaja-Control",0.958535625,0.000385266,"heg1","heart development protein with EGF-like domains 1 [Source:ZFIN;Acc:ZDB-GENE-040714-1]","HEG PRECURSOR","Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
