"","Namespace","GO_ID","GO_Term"
"5414","Biological Process","GO:0006959","humoral immune response"
"5415","Biological Process","GO:0006962","male-specific antibacterial humoral response"
"5416","Biological Process","GO:0006963","positive regulation of antibacterial peptide biosynthetic process"
"5417","Biological Process","GO:0006964","positive regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria"
"5418","Biological Process","GO:0006965","positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria"
"5419","Biological Process","GO:0006967","positive regulation of antifungal peptide biosynthetic process"
"5420","Biological Process","GO:0006968","cellular defense response"
"5421","Biological Process","GO:0006969","obsolete melanotic tumor response"
"5422","Biological Process","GO:0006970","response to osmotic stress"
"5423","Biological Process","GO:0006971","hypotonic response"
"5424","Biological Process","GO:0006972","hyperosmotic response"
"5425","Biological Process","GO:0006973","intracellular accumulation of glycerol"
"5426","Biological Process","GO:0006974","cellular response to DNA damage stimulus"
"5427","Biological Process","GO:0006975","DNA damage induced protein phosphorylation"
"5428","Biological Process","GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest"
"5429","Biological Process","GO:0006978","DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator"
"5430","Biological Process","GO:0006979","response to oxidative stress"
"5431","Biological Process","GO:0006981","obsolete activation of SoxR protein"
"5432","Biological Process","GO:0006982","response to lipid hydroperoxide"
"5433","Biological Process","GO:0006983","ER overload response"
"5434","Biological Process","GO:0006984","ER-nucleus signaling pathway"
"5435","Biological Process","GO:0006986","response to unfolded protein"
"5436","Biological Process","GO:0006987","obsolete activation of signaling protein activity involved in unfolded protein response"
"5437","Biological Process","GO:0006988","obsolete unfolded protein response, cleavage of primary transcript encoding UFP-specific transcription factor"
"5438","Biological Process","GO:0006989","obsolete unfolded protein response, ligation of mRNA encoding UFP-specific transcription factor by RNA ligase"
"5439","Biological Process","GO:0006990","positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response"
"5440","Biological Process","GO:0006991","response to sterol depletion"
"5441","Biological Process","GO:0006995","cellular response to nitrogen starvation"
"5442","Biological Process","GO:0006996","organelle organization"
"5443","Biological Process","GO:0006997","nucleus organization"
"5444","Biological Process","GO:0006998","nuclear envelope organization"
"5445","Biological Process","GO:0006999","nuclear pore organization"
"5446","Biological Process","GO:0007000","nucleolus organization"
"5447","Biological Process","GO:0007002","obsolete centromere binding"
"5448","Biological Process","GO:0007003","obsolete telomere binding"
"5449","Biological Process","GO:0007004","telomere maintenance via telomerase"
"5450","Biological Process","GO:0007005","mitochondrion organization"
"5451","Biological Process","GO:0007006","mitochondrial membrane organization"
"5452","Biological Process","GO:0007007","inner mitochondrial membrane organization"
"5453","Biological Process","GO:0007008","outer mitochondrial membrane organization"
"5454","Biological Process","GO:0007009","plasma membrane organization"
"5455","Biological Process","GO:0007010","cytoskeleton organization"
"5456","Biological Process","GO:0007011","obsolete regulation of cytoskeleton"
"5457","Biological Process","GO:0007014","actin ubiquitination"
"5458","Biological Process","GO:0007015","actin filament organization"
"5459","Biological Process","GO:0007016","obsolete cytoskeletal anchoring at plasma membrane"
"5460","Biological Process","GO:0007017","microtubule-based process"
"5461","Biological Process","GO:0007018","microtubule-based movement"
"5462","Biological Process","GO:0007019","microtubule depolymerization"
"5463","Biological Process","GO:0007020","microtubule nucleation"
"5464","Biological Process","GO:0007021","tubulin complex assembly"
"5465","Biological Process","GO:0007023","post-chaperonin tubulin folding pathway"
"5466","Biological Process","GO:0007026","negative regulation of microtubule depolymerization"
"5467","Biological Process","GO:0007027","negative regulation of axonemal microtubule depolymerization"
"5468","Biological Process","GO:0007028","cytoplasm organization"
"5469","Biological Process","GO:0007029","endoplasmic reticulum organization"
"5470","Biological Process","GO:0007030","Golgi organization"
"5471","Biological Process","GO:0007031","peroxisome organization"
"5472","Biological Process","GO:0007032","endosome organization"
"5473","Biological Process","GO:0007033","vacuole organization"
"5474","Biological Process","GO:0007034","vacuolar transport"
"5475","Biological Process","GO:0007035","vacuolar acidification"
"5476","Biological Process","GO:0007036","vacuolar calcium ion homeostasis"
"5477","Biological Process","GO:0007038","endocytosed protein transport to vacuole"
"5478","Biological Process","GO:0007039","protein catabolic process in the vacuole"
"5479","Biological Process","GO:0007040","lysosome organization"
"5480","Biological Process","GO:0007041","lysosomal transport"
"5481","Biological Process","GO:0007042","lysosomal lumen acidification"
"5482","Biological Process","GO:0007043","cell-cell junction assembly"
"5483","Biological Process","GO:0007044","cell-substrate junction assembly"
"5484","Biological Process","GO:0007048","obsolete oncogenesis"
"5485","Biological Process","GO:0007049","cell cycle"
"5486","Biological Process","GO:0007051","spindle organization"
"5487","Biological Process","GO:0007052","mitotic spindle organization"
"5488","Biological Process","GO:0007053","spindle assembly involved in male meiosis"
"5489","Biological Process","GO:0007054","spindle assembly involved in male meiosis I"
"5490","Biological Process","GO:0007055","spindle assembly involved in male meiosis II"
"5491","Biological Process","GO:0007056","spindle assembly involved in female meiosis"
"5492","Biological Process","GO:0007057","spindle assembly involved in female meiosis I"
"5493","Biological Process","GO:0007058","spindle assembly involved in female meiosis II"
"5494","Biological Process","GO:0007059","chromosome segregation"
"5495","Biological Process","GO:0007060","male meiosis chromosome segregation"
"5496","Biological Process","GO:0007062","sister chromatid cohesion"
"5497","Biological Process","GO:0007063","regulation of sister chromatid cohesion"
"5498","Biological Process","GO:0007064","mitotic sister chromatid cohesion"
"5499","Biological Process","GO:0007065","male meiosis sister chromatid cohesion"
"5500","Biological Process","GO:0007066","female meiosis sister chromatid cohesion"
"5501","Biological Process","GO:0007068","obsolete negative regulation of transcription during mitotic cell cycle"
"5502","Biological Process","GO:0007069","obsolete negative regulation of transcription from RNA polymerase I promoter during mitotic cell cycle"
"5503","Biological Process","GO:0007070","obsolete negative regulation of transcription from RNA polymerase II promoter during mitotic cell cycle"
"5504","Biological Process","GO:0007071","obsolete negative regulation of transcription from RNA polymerase III promoter during mitotic cell cycle"
"5505","Biological Process","GO:0007072","positive regulation of transcription involved in exit from mitosis"
"5506","Biological Process","GO:0007073","positive regulation of transcription involved in exit from mitosis, from RNA polymerase I promoter"
"5507","Biological Process","GO:0007074","positive regulation of transcription involved in exit from mitosis, from RNA polymerase II promoter"
"5508","Biological Process","GO:0007075","positive regulation of transcription involved in exit from mitosis, from RNA polymerase III promoter"
"5509","Biological Process","GO:0007076","mitotic chromosome condensation"
"5510","Biological Process","GO:0007077","mitotic nuclear membrane disassembly"
"5511","Biological Process","GO:0007078","lamin depolymerization"
"5512","Biological Process","GO:0007079","mitotic chromosome movement towards spindle pole"
"5513","Biological Process","GO:0007080","mitotic metaphase plate congression"
"5514","Biological Process","GO:0007081","obsolete mitotic sister-chromatid adhesion release"
"5515","Biological Process","GO:0007083","mitotic chromosome decondensation"
"5516","Biological Process","GO:0007084","mitotic nuclear membrane reassembly"
"5517","Biological Process","GO:0007085","obsolete nuclear membrane vesicle binding to chromatin"
"5518","Biological Process","GO:0007086","vesicle fusion with nuclear membrane involved in mitotic nuclear envelope reassembly"
"5519","Biological Process","GO:0007087","mitotic nuclear pore complex reassembly"
"5520","Biological Process","GO:0007088","regulation of mitotic nuclear division"
"5521","Biological Process","GO:0007089","traversing start control point of mitotic cell cycle"
"5522","Biological Process","GO:0007090","obsolete regulation of S phase of mitotic cell cycle"
"5523","Biological Process","GO:0007091","metaphase/anaphase transition of mitotic cell cycle"
"5524","Biological Process","GO:0007093","mitotic cell cycle checkpoint signaling"
"5525","Biological Process","GO:0007094","mitotic spindle assembly checkpoint signaling"
"5526","Biological Process","GO:0007095","mitotic G2 DNA damage checkpoint signaling"
"5527","Biological Process","GO:0007096","regulation of exit from mitosis"
"5528","Biological Process","GO:0007097","nuclear migration"
"5529","Biological Process","GO:0007098","centrosome cycle"
"5530","Biological Process","GO:0007099","centriole replication"
"5531","Biological Process","GO:0007100","mitotic centrosome separation"
"5532","Biological Process","GO:0007101","obsolete male meiosis centrosome cycle"
"5533","Biological Process","GO:0007105","cytokinesis, site selection"
"5534","Biological Process","GO:0007106","obsolete cytokinesis, protein recruitment"
"5535","Biological Process","GO:0007107","membrane addition at site of cytokinesis"
